Alias,Mailbox,Type,Whitelisted IP Address,Inbox,Outbox,URL,Cleo Server,Customer
"Cass - Ryder, Valmont",Cass - Ryder Push,FTP Pull/Push\Cass,['N/A'],inbox\,%com1%\Dispatch\Ryder-CASS\Prod\Outbound\,FTP.CASSINFO.COM,Cary Prod1,Ryder
"Cass - Ryder, Valmont",Cass - Valmont Push,FTP Pull/Push\Cass,['N/A'],inbox\,%com1%\Dispatch\Ryder-CASS\Prod\Outbound\,FTP.CASSINFO.COM,Cary Prod1,Ryder
Cass - Ryder,Cass - Ryder Push/Pull,FTP Pull/Push\Ryder,['N/A'],%com1%\Dispatch\rydercanada\Test\Inbound\,%com1%\Dispatch\rydercanada\Test\Outbound\,ftp.crsalog.com,Cary QA,Ryder
Cass-Odyssey,Cass-Odyssey Push 210,FTP Pull/Push,['N/A'],inbox\,%com1%\dispatch\Cass\Test\Outbound\Odyssey\,ftp.cassinfo.com,Cary QA,CASK Industries
Cass-Odyssey,Cass - Valmont Push,FTP Pull/Push,['N/A'],inbox\,%com1%\dispatch\Cass\Test\Outbound\Odyssey\,ftp.cassinfo.com,Cary QA,CASK Industries
CAT - Menlo Bayer,Menlo_Test,AS2 Customers\CAT,['N/A'],%com1%\Dispatch\Menlo\Test\Inbound\,%com1%\Dispatch\Menlo\Test\Outbound\,etsio-stage.con-way.com,Cary QA,Catalyst Paper
CAT - TJX,TJX,AS2 Customers\CAT,['N/A'],%com1%\Dispatch\CATGlobalLog-TJX\Test\Inbound\,%com1%\Dispatch\CATGlobalLog-TJX\Test\Outbound\,partners.tjxcos.com,Cary QA,Catalyst Paper
CAT-PE,CAT-PE Push,FTP Pull/Push\PostEverywhere,['N/A'],inbox\,%com1%\Dispatch\CATGlobalLog\PostEverywhere\,ftp.posteverywhere.com,Cary Prod1,PostEveryWhere
Catalyst Paper,2X02 Pull/Push,FTP Pull/Push,['N/A'],F:\VLTrader\,F:\VLTrader\,104.192.163.11,MIA QA,Catalyst Paper
Catalyst Paper,6X30 Pull/Push,FTP Pull/Push,['N/A'],F:\VLTrader\,F:\VLTrader\,104.192.163.11,MIA QA,Catalyst Paper
Catalyst Paper,TMS Pull/Push,FTP Pull/Push,['N/A'],F:\VLTrader\,F:\VLTrader\,104.192.163.11,MIA QA,Catalyst Paper
Catalyst Paper,TMS 214 Push,FTP Pull/Push,['N/A'],F:\VLTrader\,F:\VLTrader\,104.192.163.11,MIA QA,Catalyst Paper
CBFleet,Celadon CBFleet,SFTP Pull/Push,['N/A'],%atlfs1%\customerdata\CBFleet\Queue\,%atlfs1%\dispatch\CBFleet\Outbound\,24.75.75.24,ATL Prod,CB Fleet
Celadon - FAC FOOD LOGISTICS,Celadon,FTP Pull/Push\Celadon,['N/A'],%atlfs1%\CustomerData\Celadon-FACFoodLog\Queue\,%atlfs1%\Dispatch\Celadon-FACFoodLog\Prod\Outbound\,ftp.faclogistics.com,ATL Prod,Celadon
Celadon-Argus,Celadon-Argus Push,FTP Pull/Push\Celadon,['N/A'],inbox\,%com1%\dispatch\ArgusLogistics\Prod\Outbound\,ediftp.tpslogistics.com,Cary Prod1,Celadon
Celadon-CLGE,Celadon CLGE,FTP Pull/Push\Celadon,['N/A'],%atlfs1%\dispatch\Celadon-CLGE\Prod\Inbound\,%atlfs1%\dispatch\Celadon-CLGE\Prod\Outbound\,nandc.exavault.com,ATL Prod,Celadon
Celadon-Syncada,Celadon Syncada,SFTP Pull/Push,['N/A'],inbox\,%atlfs1%\dispatch\Celadon-Syncada\Prod\Outbound\,dataexchange.syncada.com,ATL Prod,Celadon
Celadon,GTS Push,FTP Pull/Push\Celadon,['N/A'],F:\VLTrader\,F:\VLTrader\,70.60.18.164,Cary Prod1,Celadon
Celestica-DHLC,Celestica-DHLC Push/Pull,FTP Pull/Push\Celestica,['N/A'],%com1%\Dispatch\DHLC-DHLExpress\Test\Inbound\,%com1%\Dispatch\DHLC-DHLExpress\Test\Outbound\,ftp2.dhl.com,Cary QA,Celestica
Celestica-DNZA,Celestica-DNZA Push/Pull,FTP Pull/Push\Celestica,['N/A'],%com1%\Dispatch\DNZA-DHLGlobalFwdg\Prod\Inbound\,%com1%\Dispatch\DNZA-DHLGlobalFwdg\Prod\Outbound\,ftp3.dhl.com,Cary Prod1,Celestica
Celestica-DTMD,Celestica-DTMD Push,FTP Pull/Push\Celestica,['N/A'],inbox\,%com1%\Dispatch\DTMD-DHLFreight\Prod\Outbound\,ftp2.dhl.com,Cary Prod1,Celestica
Celestica-Sterling,Celestica-Sterling Push/Pull,FTP Pull/Push\Celestica,['N/A'],%cryfs1%\Dispatch\Celestica-Sterling\Test\Inbound\,%cryfs1%\Dispatch\Celestica-Sterling\Test\Outbound\,ftpnatest.sterlingcommerce.com,Cary QA,Celestica
CEVA-CEVAFMWorldport,myMailbox,FTP Pull/Push,['N/A'],%com1%\Dispatch\CEVA-CEVAFMWorldport\Prod\Inbound\,%com1%\Dispatch\CEVA-CEVAFMWorldport\Prod\Outbound\,na1p49.ftp.b2b.ibmcloud.com,Cary Prod1,Schneider National
CEVE2-CEVAGroundTruckload,myMailbox,FTP Pull/Push,['N/A'],%Com1%\dispatch\CEVE2-CEVAGroundTruckload\Test\Inbound\,%Com1%\dispatch\CEVE2-CEVAGroundTruckload\Test\Outbound\,ftpnatest.sterlingcommerce.com,Cary QA,
cfmm,myMailbox,FTP Pull/Push,['N/A'],%com1%\Dispatch\CFMM-CaliforniaMultimodal\Prod\Inbound\,%com1%\Dispatch\CFMM-CaliforniaMultimodal\Prod\Outbound\,ftpas2.calcartage.com,Cary Prod1,MULTI
cfrt,myMailbox,FTP Pull/Push,['N/A'],%com1%\dispatch\CFRT-CaliforniaCartage\Prod\Inbound\,%com1%\dispatch\CFRT-CaliforniaCartage\Prod\Outbound\,ftpas2.calcartage.com,Cary Prod1,
Challenger-Exel,Challenger,AS2 Customers,['N/A'],%atlfs1%\CustomerData\Challenger\Queue\,%atlfs1%\Dispatch\Challenger-Exel\Prod\Outbound\,www.gts.globalec.com,ATL Prod,Challenger
Challenger-Sterling,KRAFTTESTAS2,AS2 Customers,['N/A'],%miacom1%\CustomerData\Challenger-Sterling\QA\Queue\,%miacom1%\Dispatch\Challenger-Sterling\Test\Outbound\,as2test.stercomm.com,MIA QA,Challenger
Chatsworth-CEVA,CEVA_MERCURY_TEST,FTP Pull/Push,['N/A'],%miacom1%\customerdata\Chatsworth\QA\Queue\,%MIaCom1%\dispatch\Chatsworth-CEVA\Test\Outbound\,ftpnatest.sterlingcommerce.com,MIA QA,Chatsworth Products
chwk,myMailbox,SFTP Pull/Push,['N/A'],inbox\,%com1%\Dispatch\CHWK-CAHPrivateFleetPenske\Prod\Outbound\,b2btest.penskelogistics.net,Cary Prod1,
Clean Energy,Clean Energy Accounting Daily Report Push,FTP Pull/Push,['N/A'],%atlfs1%\CustomerData\CleanEnergy\queue\,%atlfs1%\dispatch\CleanEnergy\Prod\Outbound\,ftp.cleanenergyfuels.com,ATL Prod,Clean Energy
Clean Energy,Clean Energy,FTP Pull/Push,['N/A'],%atlfs1%\CustomerData\CleanEnergy\queue\,%atlfs1%\dispatch\CleanEnergy\Prod\Outbound\,ftp.cleanenergyfuels.com,ATL Prod,Clean Energy
Cleo Support,myMailbox,FTP Pull/Push,['N/A'],%com1%\Dispatch\CleoSupport\Test\Inbound\,%com1%\Dispatch\CleoSupport\Test\Outbound\,test.cleo.com,Cary QA,Clean Energy
Cleo Test,myMailbox,AS2 Customers,['N/A'],C:\Users\Administrator\Desktop\test\Inbound\,C:\Users\Administrator\Desktop\test\Outbound\,test.cleo.com,Cary Prod1,Clean Energy
cleomiami,myMailbox,AS2 Customers\Mark Test,['N/A'],%com1%\customerdata\marktest\inbox\,%com1%\customerdata\marktest\outbox\,199.66.223.46,Cary QA,Clean Energy
CLGE-CeladonLogistics,clge_aaf,FTP Pull/Push\Celadon,['N/A'],%com1%\dispatch\CLGE-CeladonLogistics\Test\Inbound\,%com1%\dispatch\CLGE-CeladonLogistics\Test\Outbound\,www.argus-ftp.com,Cary Prod1,Celadon
CLGE-CeladonLogistics,clge_magna,FTP Pull/Push\Celadon,['N/A'],%com1%\dispatch\CLGE-CeladonLogistics\Test\Inbound\,%com1%\dispatch\CLGE-CeladonLogistics\Test\Outbound\,www.argus-ftp.com,Cary Prod1,Celadon
CLGE-CeladonLogistics,clge_motus,FTP Pull/Push\Celadon,['N/A'],%com1%\dispatch\CLGE-CeladonLogistics\Test\Inbound\,%com1%\dispatch\CLGE-CeladonLogistics\Test\Outbound\,www.argus-ftp.com,Cary Prod1,Celadon
Clique Logistics,Clique Logistics,FTP Pull/Push,['N/A'],%atlfs1%\CustomerData\CliqueLogistics\Queue\,%atlfs1%\Dispatch\CliqueLogistics\Prod\Outbound\,cliquelogistics.com.au,ATL Prod,Clique Logistics
Clique-FreightSpecialists,Clique FreightSpecialists,FTP Pull/Push,['N/A'],%atlfs1%\CustomerData\CliqueLogistics\Queue\,%atlfs1%\dispatch\CliqueLogistics-FreightSpecialists\Prod\Outbound\,translogix.freightspecialists.com.au,ATL Prod,Clique Logistics
CN-CanadaNationalRR,MFT_MERCURYGATE_EDI,SFTP Pull/Push,['N/A'],%com1%\Dispatch\CN-CanadaNationalRR\Prod\Inbound\,%com1%\Dispatch\CN-CanadaNationalRR\Prod\Outbound\,mftedi.cn.ca,Cary Prod1,
Cogistics,Cogistics Push,FTP Pull/Push,['N/A'],inbox\,%com1%\dispatch\Cogistics\Prod\Outbound\,ftp.cogistics.com,Cary Prod1,Cogistics
Columbian Logistics,Columbian Logistics - TempurPedic Push/Pull,FTP Pull/Push,['N/A'],%com1%\Dispatch\TempurPedicNALLC\Prod\Inbound\,%com1%\Dispatch\TempurPedicNALLC\Prod\Outbound\,ftpprd.freightmatrix.com,Cary Prod1,Columbian Logistics Managment
Comprehensive Logisitcs to Tesla Motors,Pull SFTP,SFTP Pull/Push,['N/A'],%com1%\CustomerData\ComprehensiveLogistics\QA\Queue\,%com1%\dispatch\Tesla_Motors\Test\Outbound\,sftp.teslamotors.com,Cary QA,Comprehensive Logistics (CLI)
Comprehensive Logistics,EONE FBA Push,FTP Pull/Push,['N/A'],inbox\,outbox\,ftp.ipsww.com,Cary QA,Comprehensive Logistics (CLI)
Comprehensive Logistics,PowerSolutions FBA Push,FTP Pull/Push,['N/A'],inbox\,outbox\,ftp.ipsww.com,Cary QA,Comprehensive Logistics (CLI)
connection to carrier,myMailbox,AS2 Customers,['N/A'],%com1%\dispatch\carriertestconnection\test\inbound,%com1%\dispatch\carriertestconnection\test\outbound,as2.mercurygate.net,Cary QA,Control Transportation
Consolidated,Consolidated,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,na-ftp.dat.com,ATL Prod,Transcore
Continental Logistics - Logimax,ContLog-Logimax,AS2 Customers\Continental,['N/A'],%com1%\CustomerData\ContinentalLogistics\QA\Queue,%com1%\Dispatch\ContinentalLogistics\test\Outbound\AS2Logimax\,173.210.61.115,Cary QA,Continental Logistics
Continental Logistics - Mother Parkers,ContLog - Mother Parkers,AS2 Customers\Continental,['N/A'],%com1%\CustomerData\ContinentalLogistics\QA\Queue\,%com1%\Dispatch\ContinentalLogistics-MotherParkers\Test\Outbound\,As2.mother-parkers.com,Cary QA,Continental Logistics
Continental Logistics - RedGold,ContLog-RedGold,AS2 Customers\Continental Logistics,['N/A'],%com1%\Dispatch\ContinentalLogistics-RedGold\Prod\Inbound\,%com1%\Dispatch\ContinentalLogistics-RedGold\Prod\Outbound\,b2b.redgold.com,Cary Prod1,Continental Logistics
Continental Logistics - Wholesome,myMailbox,AS2 Customers\Continental,['N/A'],%com1%\Dispatch\ContinentalLogistics-Wholesome\Test\Inbound\,%com1%\Dispatch\ContinentalLogistics-Wholesome\Test\Outbound\,97.65.249.170,Cary QA,Continental Logistics
Continental Logistics,Continental Logistics Push/Pull,FTP Pull/Push,['N/A'],%com1%\customerdata\ContinentalLogistics\QA\Queue\,%com1%\Dispatch\ContinentalLogistics\Test\Outbound\,199.102.83.184,Cary QA,Continental Logistics
ContinentalLogistics-Wholesome,myMailbox,AS2 Customers,['N/A'],%com1%\Dispatch\ContinentalLogistics-Wholesome\Prod\Inbound\,%com1%\Dispatch\ContinentalLogistics-Wholesome\Prod\Outbound\,97.65.249.170,Cary Prod1,Continental Logistics
Cooper Tire - Freightmatrix,Coopertire Freightmatrix,FTP Pull/Push,['N/A'],%atlfs1%\customerdata\HACooperTire\Queue\outbound\214\,%atlfs1%\customerdata\HACooperTire\Queue\outbound\214\,Ftpprd.freightmatrix.com,ATL Prod,HA Logistics
Corporate Traffic CRPE,Push CRPE,FTP Pull/Push,['N/A'],%com1%\dispatch\CRPE-CorporateTraffic\Prod\Inbound\,%com1%\dispatch\CRPE-CorporateTraffic\Prod\Outbound\,ftp1.corporate-traffic.com,Cary Prod1,Corviva - Freight Ready
Coyote - CLLQ,Coyote - CLLQ Push/Pull,FTP Pull/Push\Coyote,['N/A'],%com1%\Dispatch\CLLQ-CoyoteLog\Prod\Inbound\,%com1%\Dispatch\CLLQ-CoyoteLog\Prod\Outbound\,partner.coyote.com,Cary Prod1,Coyote (formerly Access America)
Coyote RITD,Coyote Push RITD,FTP Pull/Push\Coyote,['N/A'],inbox\,%com1%\Dispatch\Coyote\Prod\Outbound\RITD\,partner.coyote.com,Cary Prod1,Coyote (formerly Access America)
Coyote,Coyote Push/Pull,FTP Pull/Push,['N/A'],%com1%\CustomerData\AccessAmerica-Coyote\QA\Queue\,%com1%\Dispatch\AccessAmerica-Coyote\Test\Outbound\,partner.coyote.com,Cary QA,Coyote (formerly Access America)
Crown Bolt,CROWNBOLTAS2PROD,AS2 Customers,['N/A'],%atlfs1%\customerdata\CrownBolt\Queue\,%atlfs1%\Dispatch\CrownBolt\Prod\Outbound\,207.11.52.47,ATL Prod,Crown Bolt
Crownbolt-CMI,ZZCALCARTEST,AS2 Customers,['N/A'],%miacom1%\customerdata\CrownBolt\QA\Queue\,%miacom1%\Dispatch\Crownbolt-CMI\Test\Outbound\,as2ftp2test.calcartage.com,MIA QA,Crown Bolt
CRST International-FTP Push,CRST,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
CRST-Posteverywhere,CRST-Posteverywhere Push,FTP Pull/Push\PostEverywhere,['N/A'],inbox\,%atlfs1%\dispatch\CRST\Prod\Outbound\PostEverywhere\,ftp.posteverywhere.com,ATL Prod,PostEveryWhere
CSNT-ColumbianDist,myMailbox,AS2 Carriers,['N/A'],%com1%\dispatch\CSNT-ColumbianDist\Prod\Inbound\,%com1%\dispatch\CSNT-ColumbianDist\Prod\Outbound\,edi.columbianlogistics.com,Cary Prod1,
CSX-Amstan,CSX-Amstan Push/Pull,FTP Pull/Push,['N/A'],\\Com1\dispatch\CSX-CXS\Test\Inbound\,\\Com1\dispatch\CSX-CXS\Test\Outbound\AmStan\,ftp-b2bt.csx.com,Cary QA,
CSX-RBFoods,CSX-RBFoods-Push/Pull,FTP Pull/Push,['N/A'],\\Com1\dispatch\CSX-CXS\Test\Inbound\,\\Com1\dispatch\CSX-CXS\Test\Outbound\RBFoods\,ftp-b2bt.csx.com,Cary QA,R&B Foods
CTG-CapitalTransport,myMailbox,FTP Pull/Push,['N/A'],%com1%\Dispatch\CTG-CapitalTransport\Prod\Inbound\,%com1%\Dispatch\CTG-CapitalTransport\Prod\Outbound\,ftp.capitaltransport.com.au,Cary Prod1,
CTSI Technicolor,CTSI Technicolor Push,FTP Pull/Push,['N/A'],inbox\,%com1%\dispatch\CTSI - Technicolor\Test\Outbound\,ftp.ctsi-global.com,Cary QA,
Descartes - ELHallmark,Descartes - ELHallmark Push/Pull,FTP Pull/Push,['N/A'],inbox\,outbox\,ftp.myvan.descartes.com,Cary Prod1,
DHL NL,myMailbox,FTP Pull/Push,['N/A'],%com1%\Dispatch\DHC2-DHLGlobalForwarding\Prod\Inbound\,%com1%\Dispatch\DHC2-DHLGlobalForwarding\Prod\Outbound\,ftp3.dhl.com,Cary Prod1,
Dohmen Life Science Services,DDNTESTAS2,AS2 Customers,['N/A'],\\miacom1\Dispatch\DohmenLifeScience\Test\Inbound\,\\miacom1\Dispatch\DohmenLifeScience\Test\Outbound\,eaitst.ddnnet.com,MIA QA,Dohmen Life Science Services
DPD,DPD,FTP Pull/Push\Syncreon EMEA DPD,['N/A'],%com1%\customerdata\SyncreonEMEA\Queue\,%com1%\dispatch\DPD\Prod\Outbound\,ftp.dpd.de,Cary Prod1,Syncreon
DSC DataWarehouse,DSCEDIW,AS2 Customers\DSC,['N/A'],%atlfs1%\customerdata\DSCLogistics\Queue\,%atlfs1%\Dispatch\DSCLogistics\Prod\Outbound\DataWarehouse\,as2.dsc-logistics.com,ATL Prod,DSC Logistics
DSC EDI 204/990,DSC EDI 204/990,AS2 Customers\DSC,['N/A'],%atlfs1%\Dispatch\DSCLogistics\Prod\Inbound\,%atlfs1%\dispatch\DSCLogistics\Prod\Outbound\EDI990\,as2pro.dsc-logistics.com,ATL Prod,DSC Logistics
DSC EDI OUT,EDIOUT,AS2 Customers\DSC,['N/A'],F:\,%atlfs1%\Dispatch\DSCLogistics\Prod\Outbound\EDI\,as2pro.dsc-logistics.com,ATL Prod,DSC Logistics
DSC Logistics,MGDSCLOGXMLQA,AS2 Customers,['N/A'],%cryfs1%\Dispatch\DSCLogistics\Test\Inbound\,%cryfs1%\dispatch\DSCLogistics\Test\Outbound\,as2.dsc-logistics.com,Cary QA,DSC Logistics
DSC Logistics,MGDSCLOGQA,AS2 Customers,['N/A'],%cryfs1%\Dispatch\DSCLogistics\Test\Inbound\,%cryfs1%\dispatch\DSCLogistics\Test\Outbound\,as2.dsc-logistics.com,Cary QA,DSC Logistics
DSC Logistics,DSC EDI 204/990,AS2 Customers,['N/A'],%cryfs1%\Dispatch\DSCLogistics\Test\Inbound\,%cryfs1%\dispatch\DSCLogistics\Test\Outbound\,as2.dsc-logistics.com,Cary QA,DSC Logistics
DSC XML,DSCMXL,AS2 Customers\DSC,['N/A'],%atlfs1%\customerdata\DSCLogistics\Queue\,%atlfs1%\Dispatch\DSCLogistics\Prod\Outbound\XML\,as2pro.dsc-logistics.com,ATL Prod,DSC Logistics
DSC,DSCEDI,AS2 Customers\DSC,['N/A'],%atlfs1%\customerdata\DSCLogistics\Queue\,%atlfs1%\Dispatch\DSCLogistics\Prod\Outbound\,as2pro.dsc-logistics.com,ATL Prod,DSC Logistics
Dupre-FTP Push,Dupre,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
Dupre,Dupre,AS2 Customers\Dupre,['N/A'],%com1%\customerdata\Dupre\QA\Queue\,%com1%\dispatch\Dupre\Test\Outbound\,12.173.78.4,Cary QA,"Dupre' Logistics, LLC"
DupreEDI,DupreEDI,AS2 Customers\Dupre,['N/A'],%com1%\customerdata\Dupre\EDI\QA\Queue\,%com1%\dispatch\Dupre\EDI\Test\Outbound\,12.173.78.4,Cary QA,"Dupre' Logistics, LLC"
DYXE-Dynamex,myMailbox,FTP Pull/Push,['N/A'],%com1%\Dispatch\DYXE-Dynamex\Prod\Inbound\,%com1%\Dispatch\DYXE-Dynamex\Prod\Outbound\,DYNPS1.DYNAMEX.COM,Cary Prod1,
Ecolab QA,AS2_ID-TESTQA,AS2 Customers\Ecolab,['N/A'],\\miacom1\customerdata\Ecolab\QA\Queue\,\\miacom1\Dispatch\Ecolab\Test\Outbound\,sib2b01-qa.ecolab.com,MIA QA,ECOLAB
Ecolab Stage-X12,AS2_ID-ECOLABAS2TEST-X12,AS2 Customers\Ecolab,['N/A'],\\miacom1\customerdata\Ecolab\QA\Queue\,\\miacom1\Dispatch\Ecolab\Stage\Outbound\X12\,sib2b-st.ecolab.com,MIA QA,ECOLAB
Ecolab Stage,AS2_ID-ECOLABAS2TEST,AS2 Customers\Ecolab,['N/A'],\\miacom1\customerdata\Ecolab\ST\Queue\,\\miacom1\Dispatch\Ecolab\Stage\Outbound\,sib2b-st.ecolab.com,MIA QA,ECOLAB
EDI 214Newpage FTP Test,EDI 214 Push,FTP Pull/Push,['N/A'],F:\VLTrader\,F:\VLTrader\,204.152.62.35,MIA QA,Verso
EKOL-Ekol Logistics,myMailbox,FTP Pull/Push,['N/A'],%com1%\dispatch\EKOL-Ekol\Test\Inbound\tomap\,%com1%\dispatch\EKOL-Ekol\Test\Outbound\,ftp.ekol.com,Cary QA,
EL Hollingsworth & Company - FAC,EL Hollingsworth & Company,FTP Pull/Push,['N/A'],%atlfs1%\customerdata\ELHollingsworth\Queue\,%atlfs1%\dispatch\ELHollingsworth-FAC\Prod\Outbound\,ftp.ticominc.com,ATL Prod,EL Hollingsworth
El Hollingsworth Push - Rename,myMailbox,FTP Pull/Push,['N/A'],inbox\,outbox\,testtransfer.sterlingtms.net,Cary QA,EL Hollingsworth
ElHollingsworth-TWW-NA-FTP Push,ElHollingsworth-TWW,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,na-ftp.dat.com,ATL Prod,Transcore
ELQD-TransplaceLTLENG,myMailbox,FTP Pull/Push,['N/A'],%com1%\dispatch\ELQD-TransplaceLTLENG\Prod\Inbound\,%com1%\dispatch\ELQD-TransplaceLTLENG\Prod\Outbound\,partnertest.transplace.com,Cary Prod1,Transplace
Emir AS2 Test with MIA,myMailbox,AS2 Customers,['N/A'],\\com1\Dispatch\EmirTest\Test\Inbound\,\\com1\Dispatch\EmirTest\Test\Outbound\,mia-mgcomtest.mercurygate.net,Cary QA,
EmirTest,myMailbox,SFTP Pull/Push,['N/A'],%Com1%\Dispatch\EmirTest\Test\Inbound\,%Com1%\Dispatch\EmirTest\Test\Outbound\,ftpcry.mercurygate.net,Cary QA,
EmirTest2,myMailbox,FTP Pull/Push,['N/A'],%Com1%\Dispatch\EmirTest\Test\Inbound\,%Com1%\Dispatch\EmirTest\Test\Outbound\,mia-mgcomtest.mercurygate.net,Cary QA,
emirtestsftp,myMailbox,SFTP Pull/Push,['N/A'],\\miacom1\Dispatch\EmirTest\Test\Test3\,\\miacom1\Dispatch\EmirTest\Test\Test1\,mgcomtest.mercurygate.net,MIA QA,
England Logistics - PNII,England Logistics - PNII Push/Pull,FTP Pull/Push\England Logistics,['N/A'],%atlfs1%\Dispatch\EnglandLogistics-PNII\Prod\Inbound\,%atlfs1%\Dispatch\EnglandLogistics-PNII\Prod\Outbound\,ftp.protrans.com,ATL Prod,England Logistics
England Logistics 2,England Shipment 2 Push,FTP Pull/Push\England Logistics,['N/A'],inbox\,\\com1\Dispatch\EnglandLogistics\Prod\Outbound\Ship\,ftp2.crengland.com,ATL Prod,England Logistics
England Logistics,England Logistics Invoice Push,FTP Pull/Push\England Logistics,['N/A'],inbox\,%com1%\Dispatch\EnglandLogistics\Prod\Outbound\,edi.englandlogistics.com,ATL Prod,England Logistics
enVista - Sports Chalet,enVista - Sports Chalet Generic Order Push,FTP Pull/Push\enVista,['N/A'],%atlfs1%\Dispatch\enVista\Prod\Inbound\,%atlfs1%\Dispatch\enVista\Prod\Outbound\,ftp.envistacorp.com,ATL Prod,enVista Corp
enVista - Sports Chalet,enVista - Sports Chalet Push/Pull,FTP Pull/Push\enVista,['N/A'],%atlfs1%\Dispatch\enVista\Prod\Inbound\,%atlfs1%\Dispatch\enVista\Prod\Outbound\,ftp.envistacorp.com,ATL Prod,enVista Corp
enVista - Woodbolt Push/Pull,enVista - Woodbolt Push/Pull,FTP Pull/Push,['N/A'],%com1%\customerdata\enVista-WoodboltIntl\QA\Queue\,%com1%\Dispatch\enVista-WoodBolt\Test\Outbound\,ensur.woodbolt.com,Cary QA,enVista Corp
enVista-NA-FTP Push,enVista,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,na-ftp.dat.com,ATL Prod,Transcore
enVista-SAIA,enVista Push,FTP Pull/Push,['N/A'],inbox\,%com1%\dispatch\enVista-SAIA\Prod\Outbound\,ftp.b2bmailbox.com,Cary Prod1,enVista Corp
ESHL-ES3,C&S Wholesale,AS2 Carriers,['N/A'],%com1%\Dispatch\ESHL-ES3\Test\Inbound\,%com1%\Dispatch\ESHL-ES3\Test\Outbound\,siqa.ce-cs.com,Cary QA,eShipping
EvansTransportation-Caterpillar,myMailbox,SFTP Pull/Push,['N/A'],%miacom1%\CustomerData\EvansTransportation\QA\Queue\,%miacom1%\dispatch\EvansTransportation-Caterpillar\Test\Outbound\,b2bqa.cat.com,MIA QA,Evans Transportations
EvansTransportation-FTP Push,EvansTransportation,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
EverReady-CTLog,EverReady-CTLogistics Push,FTP Pull/Push,['N/A'],inbox\,%com1%\Dispatch\EverReady\Test\Outbound\,12.168.193.139,Cary QA,
Exel - Sandbox,ZZAIHMQTEST,AS2 Customers\Exel,['N/A'],%com1%\customerdata\ExelInc\SandBox\QA\Queue\,%com1%\Dispatch\ExelInc\Test\Sandbox\Outbound\,cyclone3-eu-qa.dhl.com,Cary QA,Exel Transportation 
Exel - Transcore,Exel - Transcore Push,FTP Pull/Push,['N/A'],inbox\,%com1%\Dispatch\EXEL-ExelTransportation\Test\TransCore\Outbound\,test-na-ftp.dat.com,Cary QA,Transcore
Exel Carma QA,ZZAIHMQTEST,AS2 Customers,['N/A'],%miacom1%\customerdata\ExelInc\Carma\QA\Queue\,%miacom1%\Dispatch\ExelInc\Test\Carma\Outbound\,cyclone3-eu-qa.dhl.com,MIA QA,Exel Transportation 
Exel Carma,mgexelcarmaprod,AS2 Customers\Exel ,['N/A'],%cryfs1%\customerdata\ExelInc\Carma\Queue\,%cryfs1%\Dispatch\ExelInc\Prod\Carma\Outbound\,b2bprod.us.exel.com,Cary Prod1,Exel Transportation 
Exel Inc QA,ZZAIHMQTEST,AS2 Customers\Exel,['N/A'],%com1%\customerdata\ExelInc\QA\Queue\,%com1%\Dispatch\ExelInc\Test\Outbound\,cyclone3-eu-qa.dhl.com,Cary QA,Exel Transportation 
Exel Transport-FTP Push,Exel Transportation2,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
Exel-PE,Exel-PE Push,FTP Pull/Push\PostEverywhere,['N/A'],inbox\,%atlfs1%\Dispatch\EXEL-ExelTransportation\PostEvery\,ftp.posteverywhere.com,ATL Prod,PostEveryWhere
Exel-X12,ZZEXLFMTT X12 files,AS2 Customers\Exel,['N/A'],%com1%\customerdata\ExelInc\QA\Queue\,%com1%\Dispatch\ExelInc\Test\OutboundX12\,b2btest.us.exel.com,Cary QA,Exel Transportation 
Exel,ZZEXLFMT X12 files,AS2 Customers\Exel ,['N/A'],%com1%\customerdata\ExelInc\Queue\,%com1%\dispatch\ExelInc\Prod\Outbound\,b2bprod.us.exel.com,Cary Prod1,Exel Managed Transportation
Exel,ZZAIHMQPROD,AS2 Customers\Exel ,['N/A'],%com1%\customerdata\ExelInc\Queue\,%com1%\dispatch\ExelInc\Prod\Outbound\,b2bprod.us.exel.com,Cary Prod1,Exel Managed Transportation
Exemplis - CDTT,Exemplis - CDTT Pull,FTP Pull/Push,['N/A'],%com1%\Dispatch\CDTT-ConcordTransport\Prod\Inbound\,outbox\,ftp.atssolutions.ca,Cary Prod1,Exel Transportation 
EZClaim Accounts,General Training EZClaim,FTP Pull/Push\EZ-Claim,['N/A'],inbox\,outbox\,xfer.myezclaim.net,Cary Prod1,EzClaim
EZClaim Accounts,AST EZClaim,FTP Pull/Push\EZ-Claim,['N/A'],inbox\,outbox\,xfer.myezclaim.net,Cary Prod1,EzClaim
EZClaim Accounts,BlueGrace EZClaim,FTP Pull/Push\EZ-Claim,['N/A'],inbox\,outbox\,xfer.myezclaim.net,Cary Prod1,EzClaim
